order_id,customer_id,order_date,status,payment_mode,ship_city
10411,93,2024-08-08 04:36:00,Shipped,UPI,Hyderabad
10412,412,2023-08-30 17:27:00,Returned,CreditCard,Delhi
10413,410,2025-01-26 04:30:00,Cancelled,CreditCard,Kolkata
10414,256,2023-05-18 20:33:00,Delivered,DebitCard,Ahmedabad
10415,154,2023-09-14 17:54:00,Delivered,NetBanking,Mumbai
10416,354,2023-06-17 01:13:00,Cancelled,NetBanking,Mumbai
10417,231,2025-02-01 10:16:00,Delivered,COD,Jaipur
10418,478,2025-04-09 08:22:00,Delivered,UPI,Pune
10419,445,2024-11-26 19:12:00,Delivered,Wallet,Jaipur
10420,90,2025-03-10 09:22:00,Delivered,COD,Ahmedabad
10421,397,2025-01-24 14:56:00,Delivered,COD,Hyderabad
10422,238,2024-10-08 04:55:00,Delivered,DebitCard,Kolkata
10423,324,2024-09-19 18:25:00,Cancelled,UPI,Mumbai
10424,83,2023-12-18 07:20:00,Delivered,DebitCard,Hyderabad
10425,310,2024-10-22 12:17:00,Returned,DebitCard,Lucknow
10426,267,2024-04-06 13:10:00,Delivered,UPI,Delhi
10427,373,2023-08-29 21:16:00,Pending,Wallet,Mumbai
10428,108,2023-06-20 12:06:00,Delivered,NetBanking,Jaipur
10429,28,2023-01-27 12:33:00,Cancelled,UPI,Mumbai
10430,135,2024-09-24 04:05:00,Shipped,NetBanking,Hyderabad
10431,118,2023-09-11 23:18:00,Delivered,CreditCard,Delhi
10432,270,2025-05-08 05:01:00,Delivered,DebitCard,Pune
10433,443,2024-05-02 14:55:00,Delivered,DebitCard,Jaipur
10434,228,2023-05-19 22:34:00,Delivered,COD,Ahmedabad
10435,324,2025-02-05 20:56:00,Delivered,COD,Jaipur
10436,159,2023-12-22 15:34:00,Delivered,UPI,Ahmedabad
10437,158,2024-01-10 13:16:00,Delivered,UPI,Bengaluru
10438,268,2025-04-14 04:22:00,Delivered,COD,Bengaluru
10439,353,2024-05-18 15:19:00,Delivered,NetBanking,Hyderabad
10440,306,2023-08-25 00:35:00,Delivered,NetBanking,Jaipur
10441,224,2024-02-09 07:10:00,Shipped,Wallet,Kolkata
10442,425,2024-01-23 07:16:00,Delivered,Wallet,Chennai
10443,265,2025-02-21 19:51:00,Shipped,DebitCard,Hyderabad
10444,333,2025-01-30 17:51:00,Delivered,CreditCard,Mumbai
10445,94,2023-05-20 09:07:00,Shipped,COD,Ahmedabad
10446,140,2024-12-18 19:31:00,Delivered,UPI,Delhi
10447,26,2024-07-01 00:11:00,Pending,DebitCard,Hyderabad
10448,65,2025-01-02 14:46:00,Delivered,UPI,Delhi
10449,8,2024-05-20 06:21:00,Delivered,NetBanking,Pune
10450,238,2024-12-14 01:21:00,Delivered,CreditCard,Bengaluru
10451,137,2025-03-05 12:04:00,Delivered,CreditCard,Chennai
10452,459,2025-05-11 08:52:00,Delivered,UPI,Mumbai
10453,499,2025-02-25 22:15:00,Delivered,NetBanking,Chennai
10454,378,2023-02-04 06:29:00,Shipped,UPI,Jaipur
10455,341,2023-08-02 15:24:00,Shipped,DebitCard,Pune
10456,82,2024-10-06 23:02:00,Shipped,COD,Jaipur
10457,63,2023-09-17 15:40:00,Delivered,DebitCard,Bengaluru
10458,443,2024-11-13 06:07:00,Delivered,NetBanking,Pune
10459,8,2023-06-21 08:37:00,Delivered,CreditCard,Bengaluru
10460,497,2023-02-13 18:50:00,Shipped,Wallet,Lucknow
10461,80,2024-01-16 02:15:00,Delivered,UPI,Lucknow
10462,174,2025-02-16 20:03:00,Delivered,Wallet,Delhi
10463,360,2024-07-03 03:08:00,Delivered,DebitCard,Jaipur
10464,404,2024-10-22 11:51:00,Returned,Wallet,Chennai
10465,11,2024-12-06 12:22:00,Shipped,DebitCard,Bengaluru
10466,249,2024-12-24 14:35:00,Delivered,Wallet,Ahmedabad
10467,98,2024-08-03 05:34:00,Delivered,Wallet,Ahmedabad
10468,141,2025-06-07 19:58:00,Returned,CreditCard,Mumbai
10469,272,2023-06-08 14:18:00,Cancelled,COD,Pune
10470,233,2023-01-01 20:32:00,Delivered,CreditCard,Bengaluru
10471,318,2025-05-27 11:49:00,Shipped,DebitCard,Mumbai
10472,338,2024-07-05 12:12:00,Delivered,NetBanking,Jaipur
10473,79,2024-09-19 09:20:00,Delivered,DebitCard,Mumbai
10474,50,2024-06-19 21:04:00,Delivered,CreditCard,Delhi
10475,448,2023-02-02 06:06:00,Delivered,UPI,Bengaluru
10476,293,2024-10-19 12:42:00,Delivered,COD,Lucknow
10477,132,2023-02-20 11:14:00,Shipped,UPI,Bengaluru
10478,477,2023-08-02 20:31:00,Pending,UPI,Ahmedabad
10479,411,2024-10-16 01:23:00,Delivered,NetBanking,Pune
10480,407,2024-12-26 01:52:00,Shipped,COD,Bengaluru
10481,376,2023-03-14 09:04:00,Pending,COD,Mumbai
10482,52,2025-01-12 07:34:00,Delivered,CreditCard,Jaipur
10483,337,2023-09-12 18:40:00,Pending,COD,Jaipur
10484,213,2025-02-03 03:49:00,Shipped,DebitCard,Ahmedabad
10485,360,2024-11-12 13:56:00,Delivered,CreditCard,Jaipur
10486,206,2024-05-31 10:42:00,Delivered,COD,Ahmedabad
10487,478,2023-12-27 10:35:00,Pending,DebitCard,Pune
10488,212,2025-02-21 20:27:00,Cancelled,DebitCard,Lucknow
10489,124,2024-07-30 17:13:00,Delivered,COD,Hyderabad
10490,185,2024-04-08 14:25:00,Delivered,UPI,Hyderabad
10491,306,2023-01-17 16:08:00,Pending,DebitCard,Bengaluru
10492,154,2023-08-16 06:54:00,Delivered,Wallet,Hyderabad
10493,471,2024-07-20 16:35:00,Delivered,COD,Delhi
10494,49,2023-02-08 14:22:00,Delivered,DebitCard,Pune
10495,456,2024-08-19 07:14:00,Delivered,DebitCard,Mumbai
10496,293,2024-02-14 18:58:00,Delivered,UPI,Pune
10497,406,2024-05-09 05:31:00,Cancelled,Wallet,Lucknow
10498,420,2023-04-08 19:41:00,Delivered,Wallet,Lucknow
10499,196,2023-03-22 01:58:00,Cancelled,DebitCard,Kolkata
10500,214,2025-06-07 03:55:00,Cancelled,Wallet,Lucknow
10501,476,2023-01-12 20:49:00,Shipped,UPI,Hyderabad
10502,269,2023-02-12 10:34:00,Delivered,DebitCard,Jaipur
10503,358,2023-08-15 04:03:00,Shipped,NetBanking,Ahmedabad
10504,386,2024-09-01 18:32:00,Delivered,NetBanking,Hyderabad
10505,403,2024-02-08 04:08:00,Delivered,NetBanking,Lucknow
10506,382,2023-02-20 17:25:00,Delivered,NetBanking,Jaipur
10507,223,2025-03-03 22:08:00,Cancelled,NetBanking,Jaipur
10508,102,2024-05-14 12:41:00,Delivered,COD,Lucknow
10509,377,2024-06-20 07:15:00,Delivered,NetBanking,Pune
10510,351,2024-08-12 02:07:00,Shipped,NetBanking,Pune
10511,179,2023-07-15 10:22:00,Delivered,UPI,Hyderabad
10512,87,2023-12-25 19:52:00,Pending,NetBanking,Lucknow
10513,75,2024-03-27 01:59:00,Cancelled,CreditCard,Pune
10514,80,2025-02-14 23:54:00,Delivered,Wallet,Bengaluru
10515,125,2024-09-27 04:55:00,Cancelled,DebitCard,Bengaluru
10516,176,2024-12-11 03:19:00,Delivered,UPI,Pune
10517,108,2025-01-27 17:13:00,Delivered,COD,Hyderabad
10518,281,2024-05-09 19:46:00,Pending,Wallet,Bengaluru
10519,193,2024-08-19 21:33:00,Delivered,CreditCard,Bengaluru
10520,146,2023-07-25 22:39:00,Delivered,NetBanking,Bengaluru
10521,35,2024-02-02 21:17:00,Shipped,Wallet,Pune
10522,443,2023-04-21 00:18:00,Returned,Wallet,Kolkata
10523,119,2024-01-25 16:45:00,Delivered,DebitCard,Ahmedabad
10524,444,2024-09-03 17:05:00,Delivered,COD,Ahmedabad
10525,288,2024-12-30 00:02:00,Delivered,COD,Hyderabad
10526,171,2024-05-16 12:47:00,Delivered,DebitCard,Pune
10527,182,2024-10-02 09:15:00,Pending,COD,Hyderabad
10528,416,2023-03-05 20:16:00,Returned,UPI,Jaipur
10529,486,2023-10-14 07:09:00,Delivered,NetBanking,Delhi
10530,45,2025-01-17 12:33:00,Pending,COD,Chennai
10531,214,2023-09-04 18:09:00,Delivered,DebitCard,Lucknow
10532,169,2024-04-04 17:08:00,Delivered,CreditCard,Lucknow
10533,278,2024-12-01 06:55:00,Delivered,Wallet,Jaipur
10534,466,2023-05-19 13:58:00,Pending,CreditCard,Lucknow
10535,470,2023-06-11 10:04:00,Delivered,Wallet,Mumbai
10536,95,2023-11-22 04:46:00,Delivered,DebitCard,Kolkata
10537,493,2024-02-26 09:28:00,Shipped,Wallet,Hyderabad
10538,78,2025-03-08 06:06:00,Delivered,UPI,Lucknow
10539,316,2023-10-01 19:36:00,Shipped,COD,Chennai
10540,119,2024-12-04 00:22:00,Delivered,NetBanking,Delhi
10541,258,2025-05-16 19:30:00,Shipped,DebitCard,Delhi
10542,437,2024-02-01 15:30:00,Delivered,CreditCard,Chennai
10543,17,2024-02-23 00:59:00,Delivered,NetBanking,Chennai
10544,381,2024-11-18 06:48:00,Delivered,CreditCard,Ahmedabad
10545,444,2024-09-23 15:44:00,Delivered,NetBanking,Chennai
10546,219,2024-02-19 01:38:00,Shipped,NetBanking,Pune
10547,202,2024-09-18 23:36:00,Delivered,COD,Bengaluru
10548,267,2023-04-22 14:29:00,Cancelled,UPI,Chennai
10549,266,2024-07-04 12:47:00,Delivered,NetBanking,Jaipur
10550,392,2024-10-07 01:12:00,Delivered,NetBanking,Hyderabad
10551,397,2025-04-27 09:29:00,Delivered,DebitCard,Lucknow
10552,471,2023-02-25 22:33:00,Pending,NetBanking,Ahmedabad
10553,47,2025-01-09 16:07:00,Delivered,COD,Jaipur
10554,70,2024-02-07 13:20:00,Delivered,CreditCard,Ahmedabad
10555,303,2024-12-30 06:56:00,Delivered,DebitCard,Pune
10556,355,2024-10-26 22:50:00,Delivered,Wallet,Mumbai
10557,47,2023-04-27 22:28:00,Shipped,UPI,Jaipur
10558,363,2024-01-29 23:50:00,Pending,COD,Delhi
10559,194,2024-07-17 12:02:00,Cancelled,DebitCard,Lucknow
10560,447,2024-11-06 04:10:00,Returned,CreditCard,Bengaluru
10561,215,2023-11-12 09:46:00,Cancelled,NetBanking,Hyderabad
10562,321,2023-07-05 03:57:00,Delivered,CreditCard,Bengaluru
10563,319,2025-02-22 08:00:00,Delivered,NetBanking,Jaipur
10564,414,2023-01-06 19:56:00,Delivered,CreditCard,Lucknow
10565,338,2024-05-02 14:26:00,Delivered,COD,Lucknow
10566,4,2023-09-08 17:17:00,Shipped,COD,Chennai
10567,26,2023-07-09 04:03:00,Shipped,UPI,Delhi
10568,438,2023-02-03 21:36:00,Cancelled,DebitCard,Pune
10569,472,2023-03-31 01:06:00,Delivered,CreditCard,Delhi
10570,345,2023-10-19 19:42:00,Shipped,COD,Lucknow
10571,404,2024-07-29 05:29:00,Shipped,DebitCard,Bengaluru
10572,48,2025-02-25 09:20:00,Delivered,NetBanking,Mumbai
10573,389,2024-03-13 17:04:00,Delivered,CreditCard,Mumbai
10574,356,2025-05-30 08:21:00,Delivered,COD,Chennai
10575,357,2023-08-03 19:03:00,Delivered,Wallet,Jaipur
10576,45,2024-05-10 23:44:00,Shipped,Wallet,Hyderabad
10577,219,2024-09-15 10:16:00,Delivered,COD,Pune
10578,475,2023-05-13 19:36:00,Delivered,Wallet,Ahmedabad
10579,253,2025-04-07 05:56:00,Shipped,Wallet,Hyderabad
10580,100,2023-01-02 03:01:00,Delivered,UPI,Chennai
10581,410,2024-09-22 13:26:00,Delivered,DebitCard,Jaipur
10582,413,2024-10-14 06:00:00,Shipped,Wallet,Hyderabad
10583,131,2025-03-20 02:19:00,Delivered,COD,Pune
10584,393,2023-01-07 03:43:00,Delivered,NetBanking,Lucknow
10585,316,2023-01-30 05:12:00,Delivered,DebitCard,Ahmedabad
10586,470,2024-04-30 01:41:00,Delivered,CreditCard,Ahmedabad
10587,457,2025-06-04 17:57:00,Delivered,NetBanking,Bengaluru
10588,428,2024-06-17 09:36:00,Shipped,DebitCard,Jaipur
10589,275,2023-01-20 06:36:00,Shipped,DebitCard,Mumbai
10590,497,2023-06-02 08:53:00,Delivered,NetBanking,Jaipur
10591,432,2023-06-19 18:38:00,Delivered,COD,Mumbai
10592,443,2025-03-12 09:45:00,Returned,Wallet,Bengaluru
10593,140,2024-02-28 02:31:00,Returned,DebitCard,Ahmedabad
10594,425,2023-11-06 06:33:00,Delivered,UPI,Pune
10595,402,2023-02-08 06:58:00,Delivered,COD,Bengaluru
10596,410,2024-05-09 16:09:00,Delivered,NetBanking,Jaipur
10597,159,2025-03-05 10:09:00,Cancelled,UPI,Jaipur
10598,347,2023-05-16 06:46:00,Delivered,NetBanking,Jaipur
10599,60,2023-01-05 09:59:00,Delivered,COD,Mumbai
10600,171,2024-04-23 01:06:00,Delivered,Wallet,Hyderabad
10601,12,2024-08-14 09:40:00,Returned,DebitCard,Chennai
10602,99,2023-10-21 08:34:00,Delivered,NetBanking,Mumbai
10603,140,2023-06-02 05:17:00,Delivered,COD,Jaipur
10604,264,2023-04-15 06:34:00,Delivered,DebitCard,Hyderabad
10605,73,2024-12-22 09:36:00,Delivered,UPI,Hyderabad
10606,314,2023-12-13 17:28:00,Delivered,UPI,Ahmedabad
10607,463,2024-11-22 01:06:00,Delivered,UPI,Kolkata
10608,201,2023-07-03 22:38:00,Returned,Wallet,Ahmedabad
10609,316,2023-12-31 09:21:00,Cancelled,Wallet,Jaipur
10610,41,2025-02-12 14:36:00,Delivered,Wallet,Ahmedabad
10611,50,2024-04-11 09:43:00,Shipped,NetBanking,Ahmedabad
10612,119,2023-08-18 04:55:00,Returned,DebitCard,Pune
10613,201,2023-07-07 22:58:00,Shipped,DebitCard,Ahmedabad
10614,250,2023-01-31 02:30:00,Delivered,NetBanking,Ahmedabad
10615,434,2023-06-24 09:49:00,Delivered,COD,Delhi
10616,261,2023-04-16 12:52:00,Shipped,UPI,Pune
10617,285,2024-10-27 02:50:00,Delivered,NetBanking,Kolkata
10618,303,2024-02-28 07:39:00,Delivered,CreditCard,Ahmedabad
10619,197,2023-03-09 10:13:00,Cancelled,COD,Kolkata
10620,402,2024-03-21 18:50:00,Delivered,Wallet,Chennai
10621,89,2024-11-09 21:04:00,Shipped,Wallet,Lucknow
10622,429,2024-05-13 03:37:00,Delivered,DebitCard,Jaipur
10623,50,2025-04-21 14:11:00,Delivered,NetBanking,Mumbai
10624,307,2023-04-22 21:52:00,Delivered,NetBanking,Pune
10625,254,2024-10-22 21:03:00,Delivered,CreditCard,Lucknow
10626,463,2025-02-12 20:51:00,Delivered,CreditCard,Delhi
10627,232,2024-06-28 09:24:00,Shipped,NetBanking,Chennai
10628,106,2024-11-28 10:19:00,Delivered,Wallet,Hyderabad
10629,471,2024-03-21 22:58:00,Delivered,UPI,Lucknow
10630,5,2024-09-18 16:25:00,Cancelled,DebitCard,Bengaluru
10631,190,2024-07-16 01:00:00,Shipped,DebitCard,Mumbai
10632,441,2023-10-16 00:15:00,Delivered,COD,Kolkata
10633,321,2023-11-22 22:24:00,Delivered,NetBanking,Jaipur
10634,109,2024-11-09 05:30:00,Delivered,COD,Kolkata
10635,432,2024-01-04 13:09:00,Delivered,Wallet,Delhi
10636,69,2023-01-12 02:41:00,Delivered,Wallet,Ahmedabad
10637,337,2024-03-23 04:05:00,Delivered,NetBanking,Ahmedabad
10638,458,2025-03-18 22:38:00,Pending,COD,Delhi
10639,233,2024-06-05 13:35:00,Cancelled,NetBanking,Pune
10640,116,2023-07-10 13:38:00,Delivered,NetBanking,Chennai
10641,365,2024-05-28 08:26:00,Pending,COD,Pune
10642,18,2023-02-08 18:30:00,Shipped,UPI,Lucknow
10643,247,2024-12-08 02:09:00,Shipped,COD,Hyderabad
10644,239,2024-06-13 02:33:00,Returned,UPI,Chennai
10645,242,2024-10-07 23:42:00,Pending,UPI,Jaipur
10646,409,2024-08-16 09:39:00,Delivered,DebitCard,Jaipur
10647,399,2023-01-12 15:29:00,Delivered,NetBanking,Lucknow
10648,376,2023-12-06 13:22:00,Pending,DebitCard,Hyderabad
10649,86,2023-02-06 22:59:00,Delivered,DebitCard,Lucknow
10650,134,2023-03-04 20:30:00,Delivered,COD,Bengaluru
10651,337,2023-10-26 23:39:00,Delivered,NetBanking,Mumbai
10652,65,2024-06-01 02:54:00,Cancelled,DebitCard,Delhi
10653,316,2023-10-15 08:54:00,Delivered,Wallet,Mumbai
10654,310,2023-06-28 18:47:00,Delivered,NetBanking,Pune
10655,414,2023-06-29 08:50:00,Shipped,NetBanking,Delhi
10656,410,2024-06-24 01:21:00,Pending,CreditCard,Lucknow
10657,479,2025-04-21 04:53:00,Delivered,NetBanking,Kolkata
10658,122,2024-11-07 14:46:00,Shipped,CreditCard,Lucknow
10659,376,2025-05-12 11:03:00,Shipped,UPI,Bengaluru
10660,86,2024-04-20 12:30:00,Delivered,Wallet,Jaipur
10661,120,2024-01-24 21:45:00,Delivered,DebitCard,Delhi
10662,272,2025-06-10 13:00:00,Delivered,NetBanking,Kolkata
10663,348,2023-11-20 16:43:00,Pending,UPI,Jaipur
10664,327,2023-12-29 13:39:00,Pending,DebitCard,Pune
10665,139,2023-10-01 03:16:00,Shipped,NetBanking,Ahmedabad
10666,396,2024-11-22 23:15:00,Shipped,COD,Chennai
10667,267,2023-12-12 21:44:00,Pending,DebitCard,Jaipur
10668,6,2024-11-19 00:53:00,Delivered,NetBanking,Mumbai
10669,269,2023-04-17 21:28:00,Delivered,Wallet,Hyderabad
10670,129,2023-07-17 01:01:00,Shipped,UPI,Lucknow
10671,337,2025-05-05 06:38:00,Shipped,Wallet,Mumbai
10672,45,2025-05-26 19:08:00,Delivered,Wallet,Lucknow
10673,412,2023-07-09 03:44:00,Delivered,DebitCard,Ahmedabad
10674,339,2023-03-19 20:29:00,Pending,DebitCard,Kolkata
10675,355,2024-11-14 10:16:00,Delivered,UPI,Hyderabad
10676,398,2023-03-05 12:24:00,Delivered,UPI,Hyderabad
10677,490,2025-04-12 08:11:00,Delivered,NetBanking,Chennai
10678,313,2024-02-07 05:41:00,Delivered,CreditCard,Jaipur
10679,394,2024-03-17 06:39:00,Shipped,NetBanking,Hyderabad
10680,53,2023-02-05 02:04:00,Delivered,DebitCard,Ahmedabad
10681,10,2024-05-24 04:41:00,Shipped,UPI,Kolkata
10682,137,2023-06-05 22:21:00,Pending,COD,Bengaluru
10683,264,2024-12-25 15:30:00,Delivered,Wallet,Mumbai
10684,277,2023-08-20 00:24:00,Pending,NetBanking,Mumbai
10685,291,2024-07-02 11:21:00,Shipped,NetBanking,Bengaluru
10686,324,2024-10-24 02:23:00,Delivered,DebitCard,Mumbai
10687,431,2024-04-15 09:41:00,Delivered,COD,Bengaluru
10688,496,2024-01-29 21:12:00,Delivered,NetBanking,Mumbai
10689,323,2024-12-06 11:31:00,Delivered,Wallet,Ahmedabad
10690,377,2023-07-14 04:02:00,Delivered,Wallet,Lucknow
10691,123,2024-05-15 12:04:00,Cancelled,Wallet,Hyderabad
10692,256,2024-06-30 14:01:00,Delivered,UPI,Pune
10693,404,2025-01-08 01:25:00,Delivered,Wallet,Jaipur
10694,235,2024-11-25 17:09:00,Shipped,CreditCard,Mumbai
10695,19,2025-01-23 04:31:00,Shipped,NetBanking,Lucknow
10696,24,2023-09-06 22:41:00,Delivered,CreditCard,Bengaluru
10697,464,2023-11-11 03:29:00,Shipped,COD,Mumbai
10698,419,2025-04-17 03:07:00,Delivered,COD,Chennai
10699,33,2025-04-03 06:27:00,Delivered,Wallet,Kolkata
10700,167,2023-05-04 21:36:00,Delivered,DebitCard,Chennai
10701,392,2023-02-16 18:11:00,Delivered,UPI,Hyderabad
10702,73,2025-02-14 13:10:00,Shipped,COD,Delhi
10703,225,2023-09-07 18:02:00,Delivered,Wallet,Lucknow
10704,193,2025-03-07 05:01:00,Returned,UPI,Bengaluru
10705,4,2023-07-03 02:45:00,Shipped,DebitCard,Kolkata
10706,356,2025-04-06 15:44:00,Delivered,CreditCard,Hyderabad
10707,268,2024-04-06 13:15:00,Pending,COD,Bengaluru
10708,306,2023-07-04 22:31:00,Shipped,UPI,Hyderabad
10709,179,2024-03-04 00:35:00,Delivered,UPI,Jaipur
10710,49,2024-09-25 11:55:00,Cancelled,COD,Jaipur
10711,113,2024-04-20 20:42:00,Delivered,UPI,Chennai
10712,58,2025-03-26 04:43:00,Cancelled,NetBanking,Ahmedabad
10713,91,2023-06-13 21:59:00,Delivered,Wallet,Pune
10714,146,2023-08-03 13:16:00,Delivered,NetBanking,Bengaluru
10715,54,2025-01-28 01:59:00,Delivered,CreditCard,Bengaluru
10716,249,2024-06-11 03:04:00,Returned,Wallet,Ahmedabad
10717,304,2024-08-16 10:26:00,Delivered,Wallet,Pune
10718,118,2025-03-08 03:20:00,Delivered,CreditCard,Kolkata
10719,446,2023-07-24 12:57:00,Delivered,NetBanking,Lucknow
10720,249,2023-02-25 13:09:00,Delivered,COD,Ahmedabad
10721,92,2024-02-01 11:08:00,Delivered,CreditCard,Pune
10722,500,2023-10-04 06:21:00,Delivered,Wallet,Lucknow
10723,31,2023-10-15 04:07:00,Returned,NetBanking,Kolkata
10724,88,2025-02-17 10:14:00,Returned,COD,Delhi
10725,405,2025-03-24 20:39:00,Pending,COD,Jaipur
10726,438,2023-08-24 02:26:00,Returned,NetBanking,Chennai
10727,303,2024-04-29 14:17:00,Delivered,NetBanking,Chennai
10728,127,2023-12-02 13:37:00,Delivered,COD,Delhi
10729,468,2024-08-10 00:26:00,Pending,UPI,Ahmedabad
10730,376,2025-02-26 16:02:00,Delivered,NetBanking,Ahmedabad
10731,415,2025-03-28 22:52:00,Delivered,NetBanking,Chennai
10732,43,2024-07-25 00:44:00,Shipped,CreditCard,Delhi
10733,184,2023-10-30 07:41:00,Pending,UPI,Ahmedabad
10734,343,2023-11-09 05:45:00,Delivered,COD,Lucknow
10735,13,2024-04-10 14:49:00,Delivered,Wallet,Kolkata
10736,95,2025-03-19 11:40:00,Delivered,Wallet,Bengaluru
10737,441,2024-10-04 02:24:00,Returned,DebitCard,Jaipur
10738,17,2023-10-31 13:48:00,Delivered,COD,Jaipur
10739,295,2025-03-24 06:50:00,Shipped,COD,Pune
10740,377,2023-02-26 16:58:00,Shipped,UPI,Mumbai
10741,197,2024-01-10 14:39:00,Delivered,DebitCard,Delhi
10742,332,2024-07-26 22:04:00,Delivered,CreditCard,Delhi
10743,172,2023-09-02 17:07:00,Shipped,Wallet,Lucknow
10744,447,2024-12-20 06:48:00,Shipped,CreditCard,Pune
10745,181,2023-10-01 16:43:00,Delivered,UPI,Mumbai
10746,191,2023-12-20 14:31:00,Delivered,UPI,Ahmedabad
10747,364,2024-06-28 21:52:00,Delivered,DebitCard,Ahmedabad
10748,318,2024-01-12 21:44:00,Cancelled,UPI,Chennai
10749,457,2024-04-13 02:05:00,Delivered,CreditCard,Hyderabad
10750,491,2023-03-20 03:10:00,Delivered,Wallet,Delhi
10751,255,2023-06-04 06:33:00,Pending,UPI,Hyderabad
10752,214,2024-11-29 17:59:00,Delivered,DebitCard,Kolkata
10753,228,2025-01-25 20:01:00,Delivered,UPI,Bengaluru
10754,447,2025-04-01 07:53:00,Pending,Wallet,Pune
10755,211,2024-08-15 10:41:00,Shipped,DebitCard,Ahmedabad
10756,304,2024-11-12 22:33:00,Cancelled,NetBanking,Ahmedabad
10757,156,2024-08-03 04:57:00,Cancelled,CreditCard,Hyderabad
10758,117,2024-05-10 11:18:00,Cancelled,UPI,Delhi
10759,181,2023-10-19 14:10:00,Shipped,CreditCard,Jaipur
10760,147,2023-07-06 05:53:00,Shipped,Wallet,Delhi
10761,83,2023-09-01 03:02:00,Pending,COD,Delhi
10762,226,2023-09-24 11:11:00,Delivered,Wallet,Bengaluru
10763,341,2023-11-21 11:09:00,Delivered,COD,Delhi
10764,274,2023-11-05 03:58:00,Delivered,NetBanking,Delhi
10765,486,2024-04-14 10:09:00,Delivered,Wallet,Jaipur
10766,500,2024-06-03 10:41:00,Shipped,NetBanking,Hyderabad
10767,497,2025-02-11 18:42:00,Delivered,COD,Ahmedabad
10768,174,2024-12-06 03:46:00,Delivered,UPI,Delhi
10769,348,2024-07-18 03:19:00,Delivered,COD,Chennai
10770,229,2024-01-01 02:20:00,Delivered,Wallet,Chennai
10771,299,2024-06-23 07:50:00,Pending,DebitCard,Chennai
10772,12,2023-03-27 17:54:00,Delivered,Wallet,Mumbai
10773,500,2024-06-08 12:12:00,Delivered,COD,Lucknow
10774,262,2023-02-27 21:23:00,Delivered,Wallet,Kolkata
10775,190,2024-01-31 11:00:00,Delivered,DebitCard,Hyderabad
10776,229,2025-06-14 17:05:00,Delivered,NetBanking,Kolkata
10777,412,2024-03-29 09:10:00,Cancelled,NetBanking,Kolkata
10778,72,2025-05-05 18:38:00,Delivered,CreditCard,Hyderabad
10779,244,2025-06-07 16:21:00,Delivered,COD,Kolkata
10780,46,2023-01-07 13:40:00,Pending,NetBanking,Delhi
10781,285,2024-04-18 22:36:00,Cancelled,CreditCard,Chennai
10782,96,2025-05-02 12:18:00,Delivered,UPI,Hyderabad
10783,428,2024-08-22 09:31:00,Delivered,NetBanking,Chennai
10784,14,2025-03-21 00:09:00,Delivered,Wallet,Ahmedabad
10785,64,2024-10-31 21:57:00,Delivered,CreditCard,Ahmedabad
10786,465,2024-12-05 20:15:00,Delivered,DebitCard,Ahmedabad
10787,497,2023-03-10 19:47:00,Delivered,NetBanking,Lucknow
10788,224,2025-06-08 08:40:00,Shipped,Wallet,Mumbai
10789,192,2024-06-08 23:36:00,Delivered,DebitCard,Delhi
10790,298,2023-03-01 04:20:00,Delivered,Wallet,Delhi
10791,183,2023-06-17 01:17:00,Delivered,Wallet,Pune
10792,25,2023-10-24 09:33:00,Shipped,UPI,Jaipur
10793,100,2025-02-23 20:11:00,Cancelled,COD,Delhi
10794,279,2023-11-27 10:52:00,Cancelled,DebitCard,Hyderabad
10795,351,2024-12-15 22:23:00,Delivered,COD,Pune
10796,422,2023-05-28 00:08:00,Delivered,DebitCard,Ahmedabad
10797,211,2023-12-15 05:06:00,Delivered,COD,Chennai
10798,426,2023-07-12 17:39:00,Shipped,COD,Jaipur
10799,365,2024-07-18 22:48:00,Cancelled,NetBanking,Ahmedabad
10800,470,2023-03-20 03:52:00,Delivered,UPI,Ahmedabad
10801,179,2023-11-16 22:23:00,Delivered,NetBanking,Lucknow
10802,268,2025-02-20 10:11:00,Shipped,UPI,Mumbai
10803,114,2023-05-12 22:09:00,Shipped,DebitCard,Delhi
10804,108,2023-05-14 02:27:00,Shipped,UPI,Mumbai
10805,10,2025-03-04 15:48:00,Delivered,CreditCard,Mumbai
10806,17,2025-03-23 21:32:00,Delivered,NetBanking,Mumbai
10807,466,2023-09-17 01:04:00,Delivered,UPI,Mumbai
10808,401,2023-05-07 19:13:00,Delivered,CreditCard,Delhi
10809,344,2023-12-26 00:05:00,Delivered,Wallet,Hyderabad
10810,486,2024-08-16 11:22:00,Delivered,COD,Lucknow
10811,124,2024-06-01 18:04:00,Delivered,COD,Bengaluru
10812,271,2023-08-11 22:12:00,Pending,CreditCard,Jaipur
10813,3,2025-01-12 03:59:00,Delivered,COD,Ahmedabad
10814,188,2024-12-15 18:11:00,Delivered,UPI,Delhi
10815,428,2023-12-30 12:27:00,Delivered,CreditCard,Kolkata
10816,58,2025-02-18 10:07:00,Delivered,COD,Delhi
10817,254,2025-02-19 11:45:00,Delivered,Wallet,Bengaluru
10818,43,2023-12-02 15:07:00,Delivered,NetBanking,Lucknow
10819,377,2023-11-16 21:53:00,Delivered,COD,Kolkata
10820,149,2025-05-25 13:12:00,Returned,NetBanking,Pune
